"authors","year","title","venue"
"0","1994","Versioning and Configuration Management in an Object-Oriented Data Model","VLDB J."
"0","2003","Adaptive, Hands-Off Stream Mining","VLDB"
"0","2001","Modeling High-Dimensional Index Structures using Sampling","SIGMOD Conference"
"0","1999","Repeating History Beyond ARIES","VLDB"
"0","2001","StorHouse Metanoia - New Applications for Database, Storage & Data Warehousing","SIGMOD Conference"
"0","1998","Exploratory Mining and Pruning Optimizations of Constrained Association Rules","SIGMOD Conference"
"0","1998","The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways","VLDB"
"0","1994","Object-Oriented Extensions in SQL3: A Status Report","SIGMOD Conference"
"0","2003","Oracle XML DB Repository","SIGMOD Conference"
"0","2002","Foundations of Statistical Natural Language Processing - Book Review","SIGMOD Record"
"0","1994","Optimization Algorithms for Exploiting the Parallelism-Communication Tradeoff in Pipelined Parallelism","VLDB"
"0","1995","DataMine - Interactive Rule Discovery System","SIGMOD Conference"
"0","2000","Caching Strategies for Data-Intensive Web Sites","VLDB"
"0","2003","Querying the Internet with PIER","VLDB"
"0","2003","Cache Tables: Paving the Way for an Adaptive Database Cache","VLDB"
"0","1996","What is the Data Warehousing Problem? (Are Materialized Views the Answer?)","VLDB"
"0","2000","Optimizing Multiple Dimensional Queries Simultaneously in Multidimensional Databases","VLDB J."
"0","1996","The Building Blocks for Specifying Communication Behavior of Complex Objects: An Activity-Driven Approach","ACM Trans. Database Syst."
"0","1994","Calls for Papers / Announcements","SIGMOD Record"
"0","1999","Record-Boundary Discovery in Web Documents","SIGMOD Conference"
"0","1995","View Maintenance in Mobile Computing","SIGMOD Record"
"0","2003","Balancing Performance and Data Freshness in Web Database Servers","VLDB"
"0","2002","StatiX: making XML count","SIGMOD Conference"
"0","2001","Transaction Timestamping in (Temporal) Databases","VLDB"
"0","2003","Integrated Data Management for Mobile Services in the Real World","VLDB"
"0","1995","Realm-Based Spatial Data Types: The ROSE Algebra","VLDB J."
"0","1994","A Transaction Replication Scheme for a Replicated Database with Node Autonomy","VLDB"
"0","2003","In-context peer-to-peer information filtering on the Web","SIGMOD Record"
"0","1994","The CORAL Deductive System","VLDB J."
"0","1998","T2: A Customizable Parallel Database for Multi-Dimensional Data","SIGMOD Record"
"0","2003","Mapping Data in Peer-to-Peer Systems: Semantics and Algorithmic Issues","SIGMOD Conference"
"0","1995","Storage Technology: RAID and Beyond","SIGMOD Conference"
"0","1999","First-Class Views: A Key to User-Centered Computing","SIGMOD Record"
"0","2002","Conceptual Modeling and Specification Generation for B2B Business Process based on ebXML","SIGMOD Record"
"0","1996","Enhancing External Consistency in Real-Time Transactions","SIGMOD Record"
"0","1994","NAOS - Efficient and Modular Reactive Capabilities in an Object-Oriented Database System","VLDB"
"0","2001","Kweelt: More than just yet another framework to query XML!","SIGMOD Conference"
"0","2001","Storage Service Providers: a Solution for Storage Management? (Panel)","VLDB"
"0","1994","Sybase Replication Server","SIGMOD Conference"
"0","1999","A Scalable and Highly Available Networked Database Architecture","VLDB"
"0","1998","XML and Electronic Commerce: Enabling the Network Economy","SIGMOD Record"
"0","2000","Hierarchies and Relative Operators in the OLAP Environment","SIGMOD Record"
"0","1994","Partition Selection Policies in Object Database Garbage Collection","SIGMOD Conference"
"0","1997","Mining Insurance Data at Swiss Life","VLDB"
"0","2001","Data Bubbles: Quality Preserving Performance Boosting for Hierarchical Clustering","SIGMOD Conference"
"0","1997","The Database and Information System Research Group at the University of Ulm","SIGMOD Record"
"0","2003","XPath Queries on Streaming Data","SIGMOD Conference"
"0","2000","SIGMOD Anthology Editor's Message","SIGMOD Record"
"0","1995","Query Evaluation in Deductive Databases with Alternating Fixpoint Semantics","ACM Trans. Database Syst."
"0","1996","Query Caching and Optimization in Distributed Mediator Systems","SIGMOD Conference"
"0","1995","Managing Intra-operator Parallelism in Parallel Database Systems","VLDB"
"0","2003","Continuous K-Nearest Neighbor Queries for Continuously Moving Points with Updates","VLDB"
"0","2001","The Network is the Database: Data Management for Highly Distributed Systems","SIGMOD Conference"
"0","2002","Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises","SIGMOD Record"
"0","1994","Building a Laboratory Information System Around a C++-Based Object-Oriented DBMS","VLDB"
"0","2001","XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries","VLDB"
"0","1998","Querying Continuous Time Sequences","VLDB"
"0","2003","XISS/R: XML Indexing and Storage System using RDBMS","VLDB"
"0","1999","Implementation of SQL3 Structured Types with Inheritance and Value Substitutability","VLDB"
"0","2002","Accelerating XPath location steps","SIGMOD Conference"
"0","1994","Indexing Multiple Sets","VLDB"
"0","1997","Improved Query Performance with Variant Indexes","SIGMOD Conference"
"0","1996","OLAP, Relational, and Multidimensional Database Systems","SIGMOD Record"
"0","1994","New Concurrency Control Algorithms for Accessing and Compacting B-Trees","VLDB"
"0","2001","Update Propagation Strategies for Improving the Quality of Data on the Web","VLDB"
"0","2000","Information Director's Message","SIGMOD Record"
"0","1994","A Performance Study of Transitive Closure Algorithms","SIGMOD Conference"
"0","2000","Data Management in eCommerce: The Good, the Bad, and the Ugly","SIGMOD Conference"
"0","2000","Efficiently Publishing Relational Data as XML Documents","VLDB"
"0","1998","On Parallel Processing of Aggregate and Scalar Functions in Object-Relational DBMS","SIGMOD Conference"
"0","2003","Performing Jobs without Decompression in a Compressed Database System","SIGMOD Record"
"0","1995","Replication: DB2, Oracle, or Sybase?","SIGMOD Record"
"0","1996","Query Processing Techniques for Multiversion Access Methods","VLDB"
"0","1997","Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting","VLDB"
"0","1998","Information, Communication, and Money: For What Can We Charge and How Can We Meter It?","VLDB"
"0","1997","An Axiomatic Model of Dynamic Schema Evolution in Objectbase Systems","ACM Trans. Database Syst."
"0","2002","Lightweight Flexible Isolation for Language-based Extensible Systems","VLDB"
"0","1999","The WASA2 Object-Oriented Workflow Management System","SIGMOD Conference"
"0","1998","Plan-Per-Tuple Optimization Solution - Parallel Execution of Expensive User-Defined Functions","VLDB"
"0","2002","Efficient schemes for managing multiversionXML documents","VLDB J."
"0","1999","Active Views for Electronic Commerce","VLDB"
"0","2003","Implementing Xquery 1.0: The Galax Experience","VLDB"
"0","2003","Rainbow: Multi-XQuery Optimization Using Materialized XML Views","SIGMOD Conference"
"0","1995","Promises and Realities of Active Database Systems","VLDB"
"0","2003","Editor's Notes","SIGMOD Record"
"0","1998","The TriGS Active Object-Oriented Database System - An Overview","SIGMOD Record"
"0","1996","Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules","VLDB"
"0","2002","Improving Data Access of J2EE Applications by Exploiting Asynchronous Messaging and Caching Services","VLDB"
"0","1995","Addressing Techniques Used in Database Object Managers O2 and Orion","SIGMOD Record"
"0","2003","Complex relationships and knowledge discovery support in the InfoQuilt system","VLDB J."
"0","2001","DyDa: Data Warehouse Maintenance in Fully Concurrent Environments","SIGMOD Conference"
"0","2003","Processing Sliding Window Multi-Joins in Continuous Queries over Data Streams","VLDB"
"0","2001","User-cognizant multidimensional analysis","VLDB J."
"0","2003","Bluetooth-based sensor networks","SIGMOD Record"
"0","1998","Active Storage for Large-Scale Data Mining and Multimedia","VLDB"
"0","2000","The Evolution of the Web and Implications for an Incremental Crawler","VLDB"
"0","2003","Managing Distributed Workspaces with Active XML","VLDB"
"0","1997","Data Warehouse Configuration","VLDB"
"0","1999","Database Principles Column - Introduction","SIGMOD Record"
"0","1997","A Language for Manipulating Arrays","VLDB"
"0","1996","Extracting Large Data Sets using DB2 Parallel Edition","VLDB"
"0","1997","The WHIPS Prototype for Data Warehouse Creation and Maintenance","SIGMOD Conference"
"0","2000","Reminiscences on Influential Papers","SIGMOD Record"
"0","2003","Mixed Mode XML Query Processing","VLDB"
"0","1994","Adaptive Selectivity Estimation Using Query Feedback","SIGMOD Conference"
"0","2000","Secure Bufering in Firm Real-Time Database Systems","VLDB J."
"0","1997","The Impact of Technology on Commercial Transaction Processing","VLDB J."
"0","2002","Garlic: a new flavor of federated query processing for DB2","SIGMOD Conference"
"0","1997","Graphical Interaction with Heterogeneous Databases","VLDB J."
"0","2000","Knowledge Discovery in Data Warehouses","SIGMOD Record"
"0","1998","nD-SQL: A Multi-Dimensional Language for Interoperability and OLAP","VLDB"
"0","2003","QUIET: Continuous Query-driven Index Tuning","VLDB"
"0","1995","Implementing Crash Recovery in QuickStore: A Performance Study","SIGMOD Conference"
"0","1997","The Microsoft Repository","VLDB"
"0","1995","An Annotated Bibliography of Benchmarks for Object Databases","SIGMOD Record"
"0","2002","Efficient Structural Joins on Indexed XML Documents","VLDB"
"0","2002","Foundations of Preferences in Database Systems","VLDB"
"0","2002","Data Mining: Concepts and Techniques - Book Review","SIGMOD Record"
"0","1996","Bifocal Sampling for Skew-Resistant Join Size Estimation","SIGMOD Conference"
"0","2002","A Transducer-Based XML Query Processor","VLDB"
"0","2002","ALIAS: An Active Learning led Interactive Deduplication System","VLDB"
"0","1995","Topological Relations in the World of Minimum Bounding Rectangles: A Study with R-trees","SIGMOD Conference"
"0","2002","Experience Report: Exploiting Advanced Database Optimization Features for Large-Scale SAP R/3 Installations","VLDB"
"0","1995","An Annotated Bibliography on Active Databases","SIGMOD Record"
"0","2002","Optimizing View Queries in ROLEX to Support Navigable Result Trees","VLDB"
"0","1999","Miro Web: Integrating Multiple Data Sources through Semistructured Data Types","VLDB"
"0","1995","OFL: A Functional Execution Model for Object Query Languages","SIGMOD Conference"
"0","1996","Information Visualization, Guest Editors' Foreword","SIGMOD Record"
"0","1995","A Critique of ANSI SQL Isolation Levels","SIGMOD Conference"
"0","2002","Issues and Evaluations of Caching Solutions for Web Application Acceleration","VLDB"
"0","2000","Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl","SIGMOD Record"
"0","1997","Database Performance in the Real World - TPC-D and SAP R/3 (Experience Paper)","SIGMOD Conference"
"0","1996","Advances in Real-Time Database Systems Research","SIGMOD Record"
"0","1999","OPT++: An Object-Oriented Implementation for Extensible Database Query Optimization","VLDB J."
"0","1999","Comparing Hierarchical Data in External Memory","VLDB"
"0","1998","Standards in Practice","SIGMOD Record"
"0","1994","Dal�: A High Performance Main Memory Storage Manager","VLDB"
"0","1994","OdeFS: A File System Interface to an Object-Oriented Database","VLDB"
"0","1999","Some Remarks on Variable Independence, Closure, and Orthographic Dimension in Constraint Databases","SIGMOD Record"
"0","1996","Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases","VLDB"
"0","1999","Fast Algorithms for Maintaining Replica Consistency in Lazy Master Replicated Databases","VLDB"
"0","1996","Scalablity and Availability in Oracle7 7.3","VLDB"
"0","1998","Algorithms for Mining Distance-Based Outliers in Large Datasets","VLDB"
"0","2002","Automating physical database design in a parallel database","SIGMOD Conference"
"0","2000","Fast Time Sequence Indexing for Arbitrary Lp Norms","VLDB"
"0","1995","On the Issue of Valid Time(s) in Temporal Databases","SIGMOD Record"
"0","1994","An Algebraic Approach to Rule Analysis in Expert Database Systems","VLDB"
"0","2001","A Formal Perspective on the View Selection Problem","VLDB"
"0","1999","Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository","SIGMOD Record"
"0","1997","Concurrency and Recovery in Generalized Search Trees","SIGMOD Conference"
"0","2002","Parametric Query Optimization for Linear and Piecewise Linear Cost Functions","VLDB"
"0","2001","Approximate String Joins in a Database (Almost) for Free","VLDB"
"0","1995","Editor's (Farewell) Notes","SIGMOD Record"
"0","1999","Histogram-Based Approximation of Set-Valued Query-Answers","VLDB"
"0","1997","To Weave the Web","VLDB"
"0","1997","The Oracle Universal Server Buffer","VLDB"
"0","2001","Discovery of Influence Sets in Frequently Updated Databases","VLDB"
"0","2001","Editor's Notes","SIGMOD Record"
"0","1998","Maintenance of Implication Integrity Constraints Under Updates to Constraints","VLDB J."
"0","1995","Redo Recovery after System Crashes","VLDB"
"0","2002","Middle-tier database caching for e-business","SIGMOD Conference"
"0","1998","Atomicity versus Anonymity: Distributed Transactions for Electronic Commerce","VLDB"
"0","1997","An Adaptive Data Replication Algorithm","ACM Trans. Database Syst."
"0","1997","Temporal Aggregation in Active Database Rules","SIGMOD Conference"
"0","1995","Generalized Search Trees for Database Systems","VLDB"
"0","1995","Editor's Notes","SIGMOD Record"
"0","2001","Fast-Start: Quick Fault Recovery in Oracle","SIGMOD Conference"
"0","1997","A Toolkit for Negotiation Support Interfaces to Multi-Dimensional Data","SIGMOD Conference"
"0","1994","Announcements from NSF, NASA, and Elsewhere","SIGMOD Record"
"0","2002","Fractal prefetching B�Trees: optimizing both cache and disk performance","SIGMOD Conference"
"0","2000","Schema Mapping as Query Discovery","VLDB"
"0","1994","Object-Oriented Features of DB2 Client/Server","SIGMOD Conference"
"0","2002","The n-Tier Hub Technology","SIGMOD Record"
"0","1998","Integration of Heterogeneous Databases Without Common Domains Using Queries Based on Textual Similarity","SIGMOD Conference"
"0","1998","New Sampling-Based Summary Statistics for Improving Approximate Query Answers","SIGMOD Conference"
"0","1996","Performance Tradeoffs for Client-Server Query Processing","SIGMOD Conference"
"0","2003","Selective information dissemination in P2P networks: problems and solutions","SIGMOD Record"
"0","1999","Self-tuning Histograms: Building Histograms Without Looking at Data","SIGMOD Conference"
"0","1997","Lore: A Database Management System for Semistructured Data","SIGMOD Record"
"0","2001","DB2 Spatial Extender - Spatial data within the RDBMS","VLDB"
"0","2000","Identifying Representative Trends in Massive Time Series Data Sets Using Sketches","VLDB"
"0","2003","Warping Indexes with Envelope Transforms for Query by Humming","SIGMOD Conference"
"0","2002","OBK - An Online High Energy Physics' Meta-Data Repository","VLDB"
"0","1996","Data Mining Using Two-Dimensional Optimized Accociation Rules: Scheme, Algorithms, and Visualization","SIGMOD Conference"
"0","1994","A Top-Down Approach for Two Level Serializability","VLDB"
"0","2003","Xcerpt and visXcerpt: From Pattern-Based to Visual Querying of XML and Semistructured Data","VLDB"
"0","1998","Query Unnesting in Object-Oriented Databases","SIGMOD Conference"
"0","2001","An Evaluation of Generic Bulk Loading Techniques","VLDB"
"0","2001","Scientific OLAP for the Biotech Domain","VLDB"
"0","2000","Privacy-Preserving Data Mining","SIGMOD Conference"
"0","2003","Evaluating Probabilistic Queries over Imprecise Data","SIGMOD Conference"
"0","2003","Managing uncertainty in sensor database","SIGMOD Record"
"0","1995","Fault Tolerant Design of Multimedia Servers","SIGMOD Conference"
"0","2003","Edgar F. Codd: a tribute and personal memoir","SIGMOD Record"
"0","2000","New TPC Benchmarks for Decision Support and Web Commerce","SIGMOD Record"
"0","2003","Energy and rate based MAC protocol for wireless sensor networks","SIGMOD Record"
"0","2003","Distributed Top-N Query Processing with Possibly Uncooperative Local Systems","VLDB"
"0","2002","Searching on the Secondary Structure of Protein Sequences","VLDB"
"0","2003","Guest editor's introduction","SIGMOD Record"
"0","1999","Efficient Concurrency Control for Broadcast Environments","SIGMOD Conference"
"0","1995","Mining Generalized Association Rules","VLDB"
"0","1995","Mobile Computing and Databases: Anything New?","SIGMOD Record"
"0","2003","Research issues for data communication in mobile ad-hoc network database systems","SIGMOD Record"
"0","1997","Association Rules over Interval Data","SIGMOD Conference"
"0","2003","XPath processing in a nutshell","SIGMOD Record"
"0","2003","Location-based Spatial Queries","SIGMOD Conference"
"0","2000","Building and Customizing Data-Intensive Web Sites Using Weave","VLDB"
"0","2001","STHoles: A Multidimensional Workload-Aware Histogram","SIGMOD Conference"
"0","1999","Contextualizing the Information Space in Federated Digital Libraries","SIGMOD Record"
"0","2002","A formal perspective on the view selection problem","VLDB J."
"0","1995","Databases and Workflow Management: What is it All About? (Panel)","VLDB"
"0","1997","Industry Perspectives","SIGMOD Record"
"0","2002","Quotient Cube: How to Summarize the Semantics of a Data Cube","VLDB"
"0","2000","Finding Generalized Projected Clusters In High Dimensional Spaces","SIGMOD Conference"
"0","2002","Hector Garcia-Molina Speaks Out","SIGMOD Record"
"0","1995","Efficient Maintenance of Materialized Mediated Views","SIGMOD Conference"
"0","1995","Improving Performance in Replicated Databases through Relaxed Coherency","VLDB"
"0","1996","Supporting Procedural Constructs in SQL Compilers","VLDB"
"0","2000","The Zero Latency Enterprise","VLDB"
"0","2003","An environmental sensor network to determine drinking water quality and security","SIGMOD Record"
"0","2002","Top-k selection queries over relational databases: Mapping strategies and performance evaluation","ACM Trans. Database Syst."
"0","1999","Indexing Large Metric Spaces for Similarity Search Queries","ACM Trans. Database Syst."
"0","2000","Approximating Multi-Dimensional Aggregate Range Queries over Real Attributes","SIGMOD Conference"
"0","2000","Linking Business to Deliver Value: A Data Management Challenge","VLDB"
"0","1995","VisDB: A System for Visualizing Large Databases","SIGMOD Conference"
"0","1998","WaveCluster: A Multi-Resolution Clustering Approach for Very Large Spatial Databases","VLDB"
"0","2001","MPEG-7 Standard for Multimedia Databases","SIGMOD Conference"
"0","2000","On Effective Multi-Dimensional Indexing for Strings","SIGMOD Conference"
"0","1999","E-Commerce Database Issues and Experience","SIGMOD Conference"
"0","2002","enTrans: A System for Flexible Consistency Maintenance in Directory Applications","VLDB"
"0","2003","The Design of an Acquisitional Query Processor For Sensor Networks","SIGMOD Conference"
"0","2003","Dynamic Sample Selection for Approximate Query Processing","SIGMOD Conference"
"0","1998","Changing the Rules: Transformations for Rule-Based Optimizers","SIGMOD Conference"
"0","2001","Potter's Wheel: An Interactive Data Cleaning System","VLDB"
"0","2003","Staircase Join: Teach a Relational DBMS to Watch its (Axis) Steps","VLDB"
"0","1995","Near Neighbor Search in Large Metric Spaces","VLDB"
"0","2003","Robust Estimation With Sampling and Approximate Pre-Aggregation","VLDB"
"0","1994","Jumping on the NII Bandwagon","SIGMOD Record"
"0","2001","OminiSearch: A Method for Searching Dynamic Content on the Web","SIGMOD Conference"
"0","2002","Mid-tier caching: the TimesTen approach","SIGMOD Conference"
"0","2000","Don't Be Lazy, Be Consistent: Postgres-R, A New Way to Implement Database Replication","VLDB"
"0","1999","Engineering Federated Information Systems: Report of EFIS '99 Workshop","SIGMOD Record"
"0","2000","Information Integration: The MOMIS Project Demonstration","VLDB"
"0","1996","On the Cost of Monitoring and Reorganization of Object Bases for Clustering","SIGMOD Record"
"0","1995","Florida International University High Performance Database Research Center","SIGMOD Record"
"0","1997","Using Versions in Update Transactions: Application to Integrity Checking","VLDB"
"0","1997","An Array-Based Algorithm for Simultaneous Multidimensional Aggregates","SIGMOD Conference"
"0","1997","Query Previews for Networked Information Systems: A Case Study with NASA Environmental Data","SIGMOD Record"
"0","1998","Integrating Mining with Relational Database Systems: Alternatives and Implications","SIGMOD Conference"
"0","1997","Min-Max Compression Methods for Medical Image Databases","SIGMOD Record"
"0","1996","The Mariposa Distributed Database Management System","SIGMOD Record"
"0","1999","O-O, What Have They Done to DB2?","VLDB"
"0","1996","Two Techniques for On-Line Index Modification in Shared Nothing Parallel Databases","SIGMOD Conference"
"0","2001","Query Engines for Web-Accessible XML Data","VLDB"
"0","2003","Capturing Global Transactions from Multiple Recovery Log Files in a Partitioned Database System","VLDB"
"0","2001","An Internet-based negotiation server for e-commerce","VLDB J."
"0","2002","A logical foundation for deductive object-oriented databases","ACM Trans. Database Syst."
"0","1999","A Layered Architecture for Querying Dynamic Web Content","SIGMOD Conference"
"0","1999","Unpacking The Semantics of Source and Usage To Perform Semantic Reconciliation In Large-Scale Information Systems","SIGMOD Record"
"0","2000","Analysis of Navigation Behaviour in Web Sites Integrating Multiple Information Systems","VLDB J."
"0","1999","Vice Chair's Message","SIGMOD Record"
"0","1996","A Normal Form for Precisely Characterizing Redundancy in Nested Relations","ACM Trans. Database Syst."
"0","2000","Approximate Query Processing Using Wavelets","VLDB"
"0","2001","ACTIVIEW: Adaptive data presentation using SuperSQL","VLDB"
"0","1995","Bypassing Joins in Disjunctive Queries","VLDB"
"0","1996","Applying Data Mining Techniques to a Health Insurance Information System","VLDB"
"0","1999","On Views and XML","SIGMOD Record"
"0","1998","Mining Fuzzy Association Rules in Databases","SIGMOD Record"
"0","2002","Self-tuning Database Technology and Information Services: from Wishful Thinking to Viable Engineering","VLDB"
"0","1996","DeeDS Towards a Distributed and Active Real-Time Database System","SIGMOD Record"
"0","2001","Experiences in Mining Aviation Safety Data","SIGMOD Conference"
"0","2003","Adaptive Filters for Continuous Queries over Distributed Data Streams","SIGMOD Conference"
"0","1995","Semantic Assumptions and Query Evaluation in Temporal Databases","SIGMOD Conference"
"0","2003","Hardware Acceleration for Spatial Selections and Joins","SIGMOD Conference"
"0","1998","Data Partitioning and Load Balancing in Parallel Disk Systems","VLDB J."
"0","1997","Dictionary-Based Order-Preserving String Compression","VLDB J."
"0","1996","A Response to R. Camps' Article ``Domains, Relations and Religious Wars''","SIGMOD Record"
"0","2001","Chair's Message","SIGMOD Record"
"0","1998","An Alternative Storage Organization for ROLAP Aggregate Views Based on Cubetrees","SIGMOD Conference"
"0","1999","Editor's Notes","SIGMOD Record"
"0","2003","Capturing both Types and Constraints in Data Integration","SIGMOD Conference"
"0","2001","Preservation of Digital Data with Self-Validating, Self-Instantiating Knowledge-Based Archives","SIGMOD Record"
"0","1994","Tools and Transformations - Rigorous and Otherwise - for Practical Database Design","ACM Trans. Database Syst."
"0","1995","Normalization in OODB Design","SIGMOD Record"
"0","1995","Scientific Journals: Extinction or Explosion? (Panel)","VLDB"
"0","1998","Using Schema Matching to Simplify Heterogeneous Data Translation","VLDB"
"0","1998","An Asynchronous Avoidance-Based Cache Consistency Algorithm for Client Caching DBMSs","VLDB"
"0","2003","Multi-Dimensional Clustering: A New Data Layout Scheme in DB2","SIGMOD Conference"
"0","2002","Incorporating XSL Processing into Database Engines","VLDB"
"0","2002","Streaming Queries over Streaming Data","VLDB"
"0","2000","E.piphany Epicenter Technology Overview","VLDB"
"0","1997","A Unified Framework for Enforcing Multiple Access Control Policies","SIGMOD Conference"
"0","2003","A case for fractured mirrors","VLDB J."
"0","2003","Building Notification Services with Microsoft SQLServer","SIGMOD Conference"
"0","1999","Mining Deviants in a Time Series Database","VLDB"
"0","1996","Querying Multiple Features of Groups in Relational Databases","VLDB"
"0","2000","Hypothetical Queries in an OLAP Environment","VLDB"
"0","2001","Mining Email Content for Author Identification Forensics","SIGMOD Record"
"0","1999","Computing Capabilities of Mediators","SIGMOD Conference"
"0","1997","The STRIP Rule System For Efficiently Maintaining Derived Data","SIGMOD Conference"
"0","2002","Adaptive Index Structures","VLDB"
"0","2001","Functional Properties of Information Filtering","VLDB"
"0","1994","Incremental Updates of Inverted Lists for Text Document Retrieval","SIGMOD Conference"
"0","1995","Recovery Protocols for Shared Memory Database Systems","SIGMOD Conference"
"0","1996","HyperStorM - Administering Structured Documents Using Object-Oriented Database Technology","SIGMOD Conference"
"0","1996","Multi-dimensional Resource Scheduling for Parallel Queries","SIGMOD Conference"
"0","1999","Industrial Panel on Data Warehousing Technologies: Experiences, Challenges, and Directions","VLDB"
"0","1994","2Q: A Low Overhead High Performance Buffer Management Replacement Algorithm","VLDB"
"0","2002","HD-Eye: visual clustering of high dimensional data","SIGMOD Conference"
"0","2001","Intelligent Rollups in Multidimensional OLAP Data","VLDB"
"0","2000","Theory of dependence values","ACM Trans. Database Syst."
"0","1998","A Multi-Similarity Algebra","SIGMOD Conference"
"0","2000","The Challenge of Process Data Warehousing","VLDB"
"0","1999","Report on NGITS'99: The 4th International Workshop on Next Generation Information Technologies and Systems","SIGMOD Record"
"0","1996","Scientist's Called Upon to Take Actions","SIGMOD Record"
"0","2000","Temporal Queries in OLAP","VLDB"
"0","1999","Temporal FDs on Complex Objects","ACM Trans. Database Syst."
"0","1995","Condition Handling in SQL Persistent Stored Modules","SIGMOD Record"
"0","2001","Materialized View Selection and Maintenance Using Multi-Query Optimization","SIGMOD Conference"
"0","1997","Wave-Indices: Indexing Evolving Databases","SIGMOD Conference"
"0","2003","Phrase Matching in XML","VLDB"
"0","1998","Similarity Query Processing Using Disk Arrays","SIGMOD Conference"
"0","2003","Interview with Jim Gray","SIGMOD Record"
"0","1999","Selectivity Estimation in Spatial Databases","SIGMOD Conference"
"0","2002","Chip-Secured Data Access: Confidential Data on Untrusted Servers","VLDB"
"0","2001","Editorial","ACM Trans. Database Syst."
"0","1998","Diag-Join: An Opportunistic Join Algorithm for 1:N Relationships","VLDB"
"0","2000","Demonstration: Enabling Scalable Online Personalization on the Web","VLDB"
"0","1996","The Garlic Project","SIGMOD Conference"
"0","1995","Database De-Centralization - A Practical Approach","VLDB"
"0","1997","Towards an ODMG-Compliant Visual Object Query Language","VLDB"
"0","1999","Timer-Driven Database Triggers and Alerters: Semantics and a Challenge","SIGMOD Record"
"0","1997","Recovering Information from Summary Data","VLDB"
"0","1997","Efficient Construction of Regression Trees with Range and Region Splitting","VLDB"
"0","2003","Interview with Pat Selinger","SIGMOD Record"
"0","1999","Belief Reasoning in MLS Deductive Databases","SIGMOD Conference"
"0","1997","Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases","VLDB"
"0","1998","Experiences in Federated Databases: From IRO-DB to MIRO-Web","VLDB"
"0","2003","Data Stream Query Processing: A Tutorial","VLDB"
"0","1997","Erratum: A Database Model for Object Dynamics","VLDB J."
"0","1995","Data Extraction and Transformation for the Data Warehouse","SIGMOD Conference"
"0","1998","Secure and Portable Database Extensibility","SIGMOD Conference"
"0","1995","Balancing Histogram Optimality and Practicality for Query Result Size Estimation","SIGMOD Conference"
"0","2000","NiagaraCQ: A Scalable Continuous Query System for Internet Databases","SIGMOD Conference"
"0","1994","Fast Incremental Indexing for Full-Text Information Retrieval","VLDB"
"0","2003","Reminiscences on Influential Papers","SIGMOD Record"
"0","1994","The hcC-tree: An Efficient Index Structure for Object Oriented Databases","VLDB"
"0","1994","Medical Information Systems: Characterization and Challenges","SIGMOD Record"
"0","2000","Concept Based Design of Data Warehouses: The DWQ Demonstrators","SIGMOD Conference"
"0","1998","WebDB '98: International Workshop on the Web and Databases","SIGMOD Record"
"0","1994","Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL, Inc","SIGMOD Record"
"0","1997","Selectivity Estimation Without the Attribute Value Independence Assumption","VLDB"
"0","2003","The History of Histograms (abridged)","VLDB"
"0","2000","Evolution and Change in Data Management - Issues and Directions","SIGMOD Record"
"0","2002","An Efficient Method for Performing Record Deletions and Updates Using Index Scans","VLDB"
"0","2002","A Study on the Management of Semantic Transaction for Efficient Data Retrieval","SIGMOD Record"
"0","2003","Relational data sharing in peer-based data management systems","SIGMOD Record"
"0","2001","Views in a Large Scale XML Repository","VLDB"
"0","1997","A Database Model for Object Dynamics","VLDB J."
"0","2003","The BEA/XQRL Streaming XQuery Processor","VLDB"
"0","1997","Describing and Using Query Capabilities of Heterogeneous Sources","VLDB"
"0","1998","The Asilomar Report on Database Research","SIGMOD Record"
"0","1998","PUBLIC: A Decision Tree Classifier that Integrates Building and Pruning","VLDB"
"0","2002","Efficient Exploration of Large Scientific Databases","VLDB"
"0","1996","A Predicate-based Caching Scheme for Client-Server Database Architectures","VLDB J."
"0","2003","A Database Approach to Quality of Service Specification in Video Databases","SIGMOD Record"
"0","1998","On Optimal Node Splitting for R-trees","VLDB"
"0","1994","An Overview of Repository Technology","VLDB"
"0","1995","Hypergraph Based Reorderings of Outer Join Queries with Complex Predicates","SIGMOD Conference"
"0","1994","Amalgamating Knowledge Bases","ACM Trans. Database Syst."
"0","1998","Filtering with Approximate Predicates","VLDB"
"0","1999","Semantic Compression and Pattern Extraction with Fascicles","VLDB"
"0","2001","PicoDBMS: Scaling down database techniques for the smartcard","VLDB J."
"0","1994","Relating Distributed Objects","VLDB"
"0","1999","An Adaptive Hybrid Server Architecture for Client Caching ODBMSs","VLDB"
"0","1996","Integrating Temporal, Real-Time, and Active Databases","SIGMOD Record"
"0","1997","Efficient View Maintenance at Data Warehouses","SIGMOD Conference"
