"year","title","venue","authors"
"0","MOSAICO-a system for conceptual modeling and rapid prototyping of object-oriented database application","International Conference on Management of Data","M. Missikoff, M. Toiati"
"0","A language based multidatabase system","International Conference on Management of Data","Eva K&#252;hn, Thomas Tschernko, Konrad Schwarz"
"0","Ptool: a scalable persistent object manager","International Conference on Management of Data","R. L. Grossman, X. Qin"
"0","The ORES temporal database management system","International Conference on Management of Data","Babis Theodoulidis, Aziz Ait-Braham, George Andrianopoulos, Jayant Chaudhary, George Karvelis, Simon Sou"
"0","Enterprise information architectures-they're finally changing","International Conference on Management of Data","Wesley P. Melling"
"0","Relaxed transaction processing","International Conference on Management of Data","Munindar P. Singh, Christine Tomlinson, Darrell Woelk"
"0","The IMPRESS DDT: a database design toolbox based on a formal specification language","International Conference on Management of Data","Jan Flokstra, Maurice van Keulen, Jacek Skowronek"
"0","The MEDUSA project: autonomous data management in a shared-nothing parallel database machine","International Conference on Management of Data","G. M. Bryan, W. E. Moore, B. J. Curry, K. W. Lodge, J. Geyer"
"0","EOS: an extensible object store","International Conference on Management of Data","Alexandros Biliris, Euthimios Panagos"
"0","The MYRIAD federated database prototype","International Conference on Management of Data","S.-Y. Hwang, E.-P. Lim, H.-R. Yang, S. Musukula, K. Mediratta, M. Ganesh, D. Clements, J. Stenoien, J. Srivastava"
"0","GENESYS: a system for efficient spatial query processing","International Conference on Management of Data","Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger"
"0","Open object database management systems","International Conference on Management of Data","Jos&#233; A. Blakeley"
"0","XSB as a deductive database","International Conference on Management of Data","Konstantinos Sagonas, Terrance Swift, David S. Warren"
"0","Quest: a project on database mining","International Conference on Management of Data","R. Agrawal, M. Carey, C. Faloutsos, S. Ghosh, M. Houtsma, T. Imieli&#324;ski, B. Iyer, A. Mahboob, H. Miranda, R. Srikant, A. Swami"
"0","Query by diagram: a graphical environment for querying databases","International Conference on Management of Data","Tiziana Catarci, Giuseppe Santucci"
"0","DBLearn: a system prototype for knowledge discovery in relational databases","International Conference on Management of Data","Jiawei Han, Yongjian Fu, Yue Huang, Yandong Cai, Nick Cercone"
"0","How to modify SQL queries in order to guarantee sure answers","ACM SIGMOD Record","H.-J. Klein"
"0","Research issues in databases for ARCS: Active Rapidly Changing data Systems","ACM SIGMOD Record","Anindya Datta"
"0","Response to the ODMG-93 commentary written by Dr. Won Kim of UniSQL, Inc.","ACM SIGMOD Record","CORPORATE Object Database Management Group"
"0","Formal aspects of concurrency control in long-duration transaction systems using the NT/PV model","ACM Transactions on Database Systems (TODS)","Henry F. Korth, Greg Speegle"
"0","The impact of database research on industrial products (panel)","ACM SIGMOD Record","Jos&#233; A. Blakeley, Dan Fishman, David Lomet, Michael Stonebraker"
"0","Announcement-the temporal query language TSQL2 final language definition","ACM SIGMOD Record","Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada"
"0","A TSQL2 tutorial","ACM SIGMOD Record","Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada"
"0","Performance evaluation of a new distributed deadlock detection algorithm","ACM SIGMOD Record","Chim-fu Yeung, Sheung-lun Hung, Kam-yiu Lam"
"0","Jumping on the NII bandwagon","ACM SIGMOD Record","Xiaolei Qian"
"0","Database research at NTHU and ITRI","ACM SIGMOD Record","Arbee L. P. Chen"
"0","Medical information systems: characterization and challenges","ACM SIGMOD Record","Jorge C. G. Ramirez, Lon A. Smith, Lynn L. Peterson"
"0","Research issues in active database systems: report from the closing panel at RIDE-ADS '94","ACM SIGMOD Record","Jennifer Widom"
"0","Metadata for multimedia documents","ACM SIGMOD Record","Klemens B&#246;hm, Thomas C. Rakow"
"0","A new join algorithm","ACM SIGMOD Record","Dong Keun Shin, Arnold Charles Meltzer"
"0","Data modelling in the large","ACM SIGMOD Record","Martin Bertram"
"0","Are the terms version and variant orthogonal to one another?","ACM SIGMOD Record","Hartmut Wedekind"
"0","Supporting dynamic displays using active rules","ACM SIGMOD Record","Oscar D&#237;az, Arturo Jaime, Norman W. Paton, Ghassan al-Qaimari"
"0","Constructing the next 100 database management systems: like the handyman or like the engineer?","ACM SIGMOD Record","Andreas Geppert, Klaus R. Dittrich"
"0","Research perspectives for time series management systems","ACM SIGMOD Record","Werner Dreyer, Angelika Kotz Dittrich, Duri Schmidt"
"0","A hypertext query language for images","ACM SIGMOD Record","Li Yang"
"0","TSQL2 language specification","ACM SIGMOD Record","Richard Thomas Snodgrass, Ilsoo Ahn, Gadi Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang K&#228;fer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada"
"0","Comprehension syntax","ACM SIGMOD Record","Peter Buneman, Leonid Libkin, Dan Suciu, Val Tannen, Limsoon Wong"
"0","Towards an infrastructure for temporal databases: report of an invitational ARPA/NSF workshop","ACM SIGMOD Record","Niki Pissinou, Richard Thomas Snodgrass, Ramez Elmasri, Inderpal S. Mumick, Tamer &#214;zsu, Barbara Pernici, Arie Segev, Babis Theodoulidis, Umeshwar Dayal"
"0","A consensus glossary of temporal database concepts","ACM SIGMOD Record","Curtis Dyreson, Fabio Grandi, Wolfgang K&#228;fer, Nick Kline, Nikos Lorentzos, Yannis Mitsopoulos, Angelo Montanari, Daniel Nonen, Elisa Peressi, Barbara Pernici, John F. Roddick, Nandlal L. Sarda, Maria Rita Scalas, Arie Segev, Richard Thomas Snodgrass, Mike D. Soo, Abdullah Tansel, Paolo Tiberio, Gio Wiederhold"
"0","The database research group at ETH Zurich","ACM SIGMOD Record","Moira C. Norrie, Stephen M. Blott, Hans-J&#246;rg Schek, Gerhard Weikum"
"0","Influencing database language standards","ACM SIGMOD Record","Leonard Gallagher"
"0","Text databases: a survey of text models and systems","ACM SIGMOD Record","Arjan Loeffen"
"0","Databases for GIS","ACM SIGMOD Record","Claudia Bauzer Medeiros, Fatima Pires"
"0","Evaluation of remote backup algorithms for transaction-processing systems","ACM Transactions on Database Systems (TODS)","Christos A. Polyzois, H&#233;ctor Garc&#237;a-Molina"
"0","Synthesis of extended transaction models using ACTA","ACM Transactions on Database Systems (TODS)","Panos K. Chrysanthis, Krithi Ramamritham"
"0","Progress on HPCC and NII","ACM SIGMOD Record","Marianne Winslett"
"0","Automatic generation of production rules for integrity maintenance","ACM Transactions on Database Systems (TODS)","Stefano Ceri, Piero Fraternali, Stefano Paraboschi, Letizia Tanca"
"0","Data modeling of time-based media","International Conference on Management of Data","Simon Gibbs, Christian Breiteneder, Dennis Tsichritzis"
"0","Staggered striping in multimedia information systems","International Conference on Management of Data","Steven Berson, Shahram Ghandeharizadeh, Richard Muntz, Xiangyu Ju"
"0","Combinatorial pattern discovery for scientific data: some preliminary results","International Conference on Management of Data","Jason Tsong-Li Wang, Gung-Wei Chirn, Thomas G. Marr, Bruce Shapiro, Dennis Shasha, Kaizhong Zhang"
"0","Implementation of magic-sets in a relational database system","International Conference on Management of Data","Inderpal Singh Mumick, Hamid Pirahesh"
"0","Incomplete path expressions and their disambiguation","International Conference on Management of Data","Yannis E. Ioannidis, Yezdi Lashkari"
"0","The effectiveness of GIOSS for the text database discovery problem","International Conference on Management of Data","Luis Gravano, H&#233;ctor Garc&#237;a-Molina, Anthony Tomasic"
"0","Adaptive selectivity estimation using query feedback","International Conference on Management of Data","Chungmin Melvin Chen, Nick Roussopoulos"
"0","Optimization of dynamic query evaluation plans","International Conference on Management of Data","Richard L. Cole, Goetz Graefe"
"0","On parallel execution of multiple pipelined hash joins","International Conference on Management of Data","Hui-I Hsiao, Ming-Syan Chen, Philip S. Yu"
"0","Estimating page fetches for index scans with finite LRU buffers","International Conference on Management of Data","Arun Swami, K. Bernhard Schiefer"
"0","Spatial joins using seeded trees","International Conference on Management of Data","Ming-Ling Lo, Chinya V. Ravishankar"
"0","Multi-step processing of spatial joins","International Conference on Management of Data","Thomas Brinkhoff, Hans-Peter Kriegel, Ralf Schneider, Bernhard Seeger"
"0","AlphaSort: a RISC machine sort","International Conference on Management of Data","Chris Nyberg, Tom Barclay, Zarka Cvetanovic, Jim Gray, Dave Lomet"
"0","Managing memory for real-time queries","International Conference on Management of Data","Hwee Hwa Pang, Michael J. Carey, Miron Livny"
"0","Distributed file organization with scalable cost/performance","International Conference on Management of Data","Radek Vingralek, Yuri Breitbart, Gerhard Weikum"
"0","Quickly generating billion-record synthetic databases","International Conference on Management of Data","Jim Gray, Prakash Sundaresan, Susanne Englert, Ken Baclawski, Peter J. Weinberger"
"0","Metadata in video databases","ACM SIGMOD Record","Ramesh Jain, Arun Hampapur"
"0","A metadatabase system for semantic image search by a mathematical model of meaning","ACM SIGMOD Record","Yasushi Kiyoki, Takashi Kitagawa, Takanari Hayama"
"0","Sequoia 2000 metadata schema for satellite images","ACM SIGMOD Record","Jean T. Anderson, Michael Stonebraker"
"0","Using metadata for the intelligent browsing of structured media objects","ACM SIGMOD Record","William I. Grosky, Farshad Fotouhi, Ishwar K. Sethi, Bogdan Capatina"
"0","Metadata for integrating speech documents in a text retrieval system","ACM SIGMOD Record","Ulrike Glavitsch, Peter Sch&#228;uble, Martin Wechsler"
"0","Metadata for mixed-media access","ACM SIGMOD Record","Francine Chen, Marti Hearst, Julian Kupiec, Jan Pedersen, Lynn Wilcox"
"0","Loading databases using dataflow parallelism","ACM SIGMOD Record","Tom Barclay, Robert Barnes, Jim Gray, Prakash Sundaresan"
"0","Recent design trade-offs in SQL3","ACM SIGMOD Record","Nelson Mattos, Linda G. DeMichiel"
"0","Unix RDBMS: the next generation what are the Unix relational-database vendors doing to survive in the next generation of client/server environments","ACM SIGMOD Record","Bill Rosenblatt"
"0","Sleepers and workaholics: caching strategies in mobile environments","International Conference on Management of Data","Daniel Barbar&#225;, Tomasz Imieli&#324;ski"
"0","Data replication for mobile computers","International Conference on Management of Data","Yixiu Huang, Prasad Sistla, Ouri Wolfson"
"0","Energy efficient indexing on air","International Conference on Management of Data","Tomasz Imielinski, S. Viswanathan, B. R. Badrinath"
"0","SIGMOD challenges paper: database issues in telecommunications network management","International Conference on Management of Data","Ilsoo Ahn"
"0","ASSET: a system for supporting extended transactions","International Conference on Management of Data","A. Biliris, S. Dar, N. Gehani, H. V. Jagadish, K. Ramamritham"
"0","ARIES/CSA: a method for database recovery in client-server architectures","International Conference on Management of Data","C. Mohan, Inderpal Narang"
"0","Ensuring relaxed atomicity for flexible transactions in multidatabase systems","International Conference on Management of Data","Aidong Zhang, Marian Nodine, Bharat Bhargava, Omran Bukhres"
"0","Virtual database technology","ACM SIGMOD Record","Ashish Gupta, Venky Harinarayan, Anand Rajaraman"
"0","Research issues in federated database systems: report of EFDBS '97 workshop","ACM SIGMOD Record","S. Conrad, B. Eaglestone, W. Hasselbring, M. Roantree, M. Sch&#246;hoff, M. Str&#228;ssler, M. Vermeer, F. Saltor"
"0","Information systems research at George Mason University","ACM SIGMOD Record","Sushil Jajodia, Daniel Barbar&#225;, Alex Brodsky, Larry Kerschberg, Ami Motro, Edgar Sibley, X. Sean Wang"
"0","The five-minute rule ten years later, and other computer storage rules of thumb","ACM SIGMOD Record","Jim Gray, Goetz Graefe"
"0","Extracting entity profiles from semistructured information spaces","ACM SIGMOD Record","Robert A. Nado, Scott B. Huffman"
"0","Integrating dynamically-fetched external information into a DBMS for semistructured data","ACM SIGMOD Record","Jason McHugh, Jennifer Widom"
"0","Workshop on workflow management in scientific and engineering applications-report","ACM SIGMOD Record","R. McClatchey, G. Vossen"
"0","Inferring structure in semistructured data","ACM SIGMOD Record","Svetlozer Nestorov, Serge Abiteboul, Rajeev Motwani"
"0","Management of semistructured data","ACM SIGMOD Record","Dan Suciu"
"0","Research in databases and data-intensive applications: Computer Science Dept. and FIZ, University of Karlsruhe","ACM SIGMOD Record","Brigitta K&#246;nig-Ries, Peter C. Lockermann"
"0","Semistructured and structured data in the Web: going back and forth","ACM SIGMOD Record","Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo"
"0","Wrapper generation for semi-structured Internet sources","ACM SIGMOD Record","Naveen Ashish, Craig A. Knoblock"
"0","Database systems-breaking out of the box","ACM SIGMOD Record","Avi Silberschatz, Stan Zdonik"
"0","Asserting beliefs in MLS relational models","ACM SIGMOD Record","Nenad A. Jukic, Susan V. Vrbsky"
"0","Lore: a database management system for semistructured data","ACM SIGMOD Record","Jason McHugh, Serge Abiteboul, Roy Goldman, Dallas Quass, Jennifer Widom"
"0","Report on DART '96: databases: active and real-time (concepts meet practice)","ACM SIGMOD Record","Krithi Ramamritham, Nandit Soparkar"
"0","Where will object technology drive data administration?","ACM SIGMOD Record","Arnon Rosenthal"
"0","Repositories and object oriented databases","ACM SIGMOD Record","Philip A. Bernstein"
"0","Towards on-line analytical mining in large databases","ACM SIGMOD Record","Jiawei Han"
"0","Intelligent access to heterogeneous information sources: report on the 4th workshop on knowledge representation meets databases","ACM SIGMOD Record","Franz Baader, Manfred A. Jeusfeld, Werner Nutt"
"0","An extensible notation for spatiotemporal index queries","ACM SIGMOD Record","Vassilis J. Tsotras, Christian S. Jensen, Richard Thomas Snodgrass"
"0","T2: a customizable parallel database for multi-dimensional data","ACM SIGMOD Record","Chialin Chang, Anurag Acharya, Alan Sussman, Joel Saltz"
"0","Workflow history management","ACM SIGMOD Record","Pinar Koksal, Sena Nural Arpinar, Asuman Dogac"
"0","Towards a richer Web object model","ACM SIGMOD Record","Frank Manola"
"0","Materialized views and data warehouses","ACM SIGMOD Record","Nick Roussopoulos"
"0","Applications of JAVA programming language to database management","ACM SIGMOD Record","Bradley F. Burton, Victor W. Marek"
"0","Unbundling active functionality","ACM SIGMOD Record","Stella Gatziu, Arne Koschel, G&#252;nter von B&#252;ltzingsloewen, Hans Fritschi"
"0","Mining fuzzy association rules in databases","ACM SIGMOD Record","Chan Man Kuok, Ada Fu, Man Hon Wong"
"0","The database and information system research group at the University of ULM","ACM SIGMOD Record","Peter Dadam, Wolfgang Klas"
"0","Workshop report on experiences using object data management in the real-world","ACM SIGMOD Record","Akmal B. Chaudhri"
"0","Report on the second IEEE metadata conference (Metadata '97)","ACM SIGMOD Record","Ron Musick, Chris Miller"
"0","PREDATOR: a resource for database research","ACM SIGMOD Record","Praveen Seshadri"
"0","Your mediators need data conversion!","International Conference on Management of Data","Sophie Cluet, Claude Delobel, J&#233;r&#466;me Sim&#233;on, Katarzyna Smaga"
"0","Dimensionality reduction for similarity searching in dynamic databases","International Conference on Management of Data","K. V. Ravi Kanth, Divyakant Agrawal, Ambuj Singh"
"0","Optimal multi-step k-nearest neighbor search","International Conference on Management of Data","Thomas Seidl, Hans-Peter Kriegel"
"0","The pyramid-technique: towards breaking the curse of dimensionality","International Conference on Management of Data","Stefan Berchtold, Christian B&#246;hm, Hans-Peter Kriegal"
"0","Cost-based query scrambling for initial delays","International Conference on Management of Data","Tolga Urhan, Michael J. Franklin, Laurent Amsaleg"
"0","Interaction of query evaluation and buffer management for information retrieval","International Conference on Management of Data","Bj&#246;rn T. J&#243;nsson, Michael J. Franklin, Divesh Srivastava"
"0","Efficient mid-query re-optimization of sub-optimal query execution plans","International Conference on Management of Data","Navin Kabra, David J. DeWitt"
"0","Automatic subspace clustering of high dimensional data for data mining applications","International Conference on Management of Data","Rakesh Agrawal, Johannes Gehrke, Dimitrios Gunopulos, Prabhakar Raghavan"
"0","Efficiently mining long patterns from databases","International Conference on Management of Data","Roberto J. Bayardo, Jr."
"0","CURE: an efficient clustering algorithm for large databases","International Conference on Management of Data","Sudipto Guha, Rajeev Rastogi, Kyuseok Shim"
"0","Changing the rules: transformations for rule-based optimizers","International Conference on Management of Data","Mitch Cherniack, Stan Zdonik"
"0","Query unnesting in object-oriented databases","International Conference on Management of Data","Leonidas Fegaras"
"0","Reusing invariants: a new strategy for correlated queries","International Conference on Management of Data","Jun Rao, Kenneth A. Ross"
"0","Parallel mining algorithms for generalized association rules with classification hierarchy","International Conference on Management of Data","Takahiko Shintani, Masaru Kitsuregawa"
"0","Exploratory mining and pruning optimizations of constrained associations rules","International Conference on Management of Data","Raymond T. Ng, Laks V. S. Lakshmanan, Jiawei Han, Alex Pang"
"0","Query flocks: a generalization of association-rule mining","International Conference on Management of Data","Dick Tsur, Jeffrey D. Ullman, Serge Abiteboul, Chris Clifton, Rajeev Motwani, Svetlozar Nestorov, Arnon Rosenthal"
"0","Bitmap index design and evaluation","International Conference on Management of Data","Chee-Yong Chan, Yannis E. Ioannidis"
"0","AutoAdmin what-if index analysis utility","International Conference on Management of Data","Surajit Chaudhuri, Vivek Narasayya"
"0","New sampling-based summary statistics for improving approximate query answers","International Conference on Management of Data","Phillip B. Gibbons, Yossi Matias"
"0","Integrating association rule mining with relational database systems: alternatives and implications","International Conference on Management of Data","Sunita Sarawagi, Shiby Thomas, Rakesh Agrawal"
"0","Enhanced hypertext categorization using hyperlinks","International Conference on Management of Data","Soumen Chakrabarti, Byron Dom, Piotr Indyk"
"0","Cost-based optimization of decision support queries using transient-views","International Conference on Management of Data","Subbu N. Subramanian, Shivakumar Venkataraman"
"0","NoDoSE-a tool for semi-automatically extracting structured and semistructured data from text documents","International Conference on Management of Data","Brad Adelberg"
"0","Extracting schema from semistructured data","International Conference on Management of Data","Svetlozar Nestorov, Serge Abiteboul, Rajeev Motwani"
"0","Caching multidimensional queries using chunks","International Conference on Management of Data","Prasad M. Deshpande, Karthikeyan Ramasamy, Amit Shukla, Jeffrey F. Naughton"
"0","Simultaneous optimization and evaluation of multiple dimensional queries","International Conference on Management of Data","Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton, Amit Shukla"
"0","Incremental distance join algorithms for spatial databases","International Conference on Management of Data","G&#237;sli R. Hjaltason, Hanan Samet"
"0","An alternative storage organization for ROLAP aggregate views based on cubetrees","International Conference on Management of Data","Yannis Kotidis, Nick Roussopoulos"
"0","The DEDALE system for complex spatial queries","International Conference on Management of Data","St&#233;phane Grumbach, Philippe Rigaux, Luc Segoufin"
"0","Similarity query processing using disk arrays","International Conference on Management of Data","Apostolos N. Papadopoulos, Yannis Manolopoulos"
"0","Using schematically heterogeneous structures","International Conference on Management of Data","Re&#233;e J. Miller"
"0","Integration of heterogeneous databases without common domains using queries based on textual similarity","International Conference on Management of Data","William W. Cohen"
"0","A framework for implementing hypothetical queries","International Conference on Management of Data","Timothy Griffin, Richard Hull"
"0","On saying Enough already! in SQL","International Conference on Management of Data","Michael J. Carey, Donald Kossmann"
"0","Dynamic itemset counting and implication rules for market basket data","International Conference on Management of Data","Sergey Brin, Rajeev Motwani, Jeffrey D. Ullman, Shalom Tsur"
"0","High-performance sorting on networks of workstations","International Conference on Management of Data","Andrea C. Arpaci-Dusseau, Remzi H. Arpaci-Dusseau, David E. Culler, Joseph M. Hellerstein, David A. Patterson"
"0","Scalable parallel data mining for association rules","International Conference on Management of Data","Eui-Hong Han, George Karypis, Vipin Kumar"
"0","Beyond market baskets: generalizing association rules to correlations","International Conference on Management of Data","Sergey Brin, Rajeev Motwani, Craig Silverstein"
"0","DEVise: integrated querying and visual exploration of large datasets","International Conference on Management of Data","M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger"
"0","Efficiently supporting ad hoc queries in large datasets of time sequences","International Conference on Management of Data","Flip Korn, H. V. Jagadish, Christos Faloutsos"
"0","The BUCKY object-relational benchmark","International Conference on Management of Data","Michael J. Carey, David J. DeWitt, Jeffrey F. Naughton, Mohammad Asgarian, Paul Brown, Johannes E. Gehrke, Dhaval N. Shah"
"0","Database performance in the real world: TPC-D and SAP R/3","International Conference on Management of Data","Joachen Doppelhammer, Thomas H&#246;ppler, Alfons Kemper, Donald Kossmann"
"0","An array-based algorithm for simultaneous multidimensional aggregates","International Conference on Management of Data","Yihong Zhao, Prasad M. Deshpande, Jeffrey F. Naughton"
"0","The STRIP rule system for efficiently maintaining derived data","International Conference on Management of Data","Brad Adelberg, Hector Garcia-Molina, Jennifer Widom"
"0","Balancing push and pull for data broadcast","International Conference on Management of Data","Swarup Acharya, Michael Franklin, Stanley Zdonik"
"0","Online aggregation","International Conference on Management of Data","Joseph M. Hellerstein, Peter J. Haas, Helen J. Wang"
"0","STARTS: Stanford proposal for Internet meta-searching","International Conference on Management of Data","Luis Gravano, Chen-Chuan K. Chang, H&#233;ctor Garc&#237;a-Molina, Andreas Paepcke"
"0","InfoSleuth: agent-based semantic integration of information in open and dynamic environments","International Conference on Management of Data","R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk"
"0","Supporting multiple view maintenance policies","International Conference on Management of Data","Latha S. Colby, Akira Kawaguchi, Daniel F. Lieuwen, Inderpal Singh Mumick, Kenneth A. Ross"
"0","Efficient view maintenance at data warehouses","International Conference on Management of Data","D. Agrawal, A. El Abbadi, A. Singh, T. Yurek"
"0","Eliminating costly redundant computations from SQL trigger executions","International Conference on Management of Data","Fran&#231;ois Llirbat, Fran&#231;oise Fabret, Eric Simon"
"0","Temporal aggregation in active database rules","International Conference on Management of Data","Iakovos Motakis, Carlo Zaniolo"
"0","Association rules over interval data","International Conference on Management of Data","R. J. Miller, Y. Yang"
"0","Secure transaction processing in firm real-time database systems","International Conference on Management of Data","Binto George, Jayant Haritsa"
"0","A unified framework for enforcing multiple access control policies","International Conference on Management of Data","Sushil Jajodia, Pierangela Samarati, V. S. Subrahmanian, Eliza Bertino"
"0","Revisiting commit processing in distributed database systems","International Conference on Management of Data","Ramesh Gupta, Jayant Haritsa, Krithi Ramamritham"
"0","Partitioned garbage collection of a large object store","International Conference on Management of Data","Umesh Maheshwari, Barbara Liskov"
"0","Size separation spatial join","International Conference on Management of Data","Nick Koudas, Kenneth C. Sevcik"
"0","Building a scaleable geo-spatial DBMS: technology, implementation, and evaluation","International Conference on Management of Data","Jignesh Patel, JieBing Yu, Navin Kabra, Kristin Tufte, Biswadeep Nag, Josef Burger, Nancy Hall, Karthikeyan Ramasamy, Roger Lueder, Curt Ellmann, Jim Kupsch, Shelly Guo, Johan Larson, David De Witt, Jeffrey Naughton"
"0","A toolkit for negotiation support interfaces to multi-dimensional data","International Conference on Management of Data","Michael Gebhardt, Matthias Jarke, Stephan Jacobs"
"0","Distance-based indexing for high-dimensional metric spaces","International Conference on Management of Data","Tolga Bozkaya, Meral Ozsoyoglu"
"0","The SR-tree: an index structure for high-dimensional nearest neighbor queries","International Conference on Management of Data","Norio Katayama, Shin'ichi Satoh"
"0","Wave-indices: indexing evolving databases","International Conference on Management of Data","Narayanan Shivakumar, H&#233;ctor Garc&#237;a-Molina"
"0","On-line warehouse view maintenance","International Conference on Management of Data","Dallan Quass, Jennifer Widom"
"0","Template-based wrappers in the TSIMMIS system","International Conference on Management of Data","Joachim Hammer, H&#233;ctor Garc&#237;a-Molina, Svetlozar Nestorov, Ramana Yerneni, Marcus Breunig, Vasilis Vassalos"
"0","MDM: a multiple-data model tool for the management of heterogeneous database schemes","International Conference on Management of Data","Paolo Atzeni, Riccardo Torlone"
"0","The Context Interchange mediator prototype","International Conference on Management of Data","S. Bressan, C. H. Goh, K. Fynn, M. Jakobisiak, K. Hussein, H. Kon, T. Lee, S. Madnick, T. Pena, J. Qu, A. Shum, M. Siegel"
"0","SEMCOG: an object-based image retrieval system and its visual query interface","International Conference on Management of Data","Wen-Syan Li, K. Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara"
"0","The distributed information search component (Disco) and the World Wide Web","International Conference on Management of Data","Anthony Tomasic, R&#233;my Amouroux, Philippe Bonnet, Olga Kapitskaia, Hubert Naacke, Louiqa Raschid"
"0","The InfoSleuth Project","International Conference on Management of Data","R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Halal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk"
"0","Infomaster: an information integration system","International Conference on Management of Data","Michael R. Genesereth, Arthur M. Keller, Oliver M. Duschka"
"0","Languages for multi-database interoperability","International Conference on Management of Data","Fr&#233;d&#233;ric Gingras, Laks V. S. Lakshmanan, Iyer N. Subramanian, Despina Papoulis, Nematollaah Shiri"
"0","Data warehousing and OLAP for decision support","International Conference on Management of Data","Surajit Chaudhuri, Umeshwar Dayal"
"0","Databases on the Web: technologies for federation architectures and case studies","International Conference on Management of Data","Ralf Kramer"
"0","Object-relational database systems (tutorial): principles, products and challenges","International Conference on Management of Data","Michael J. Carey, Nelson M. Mattos, Anil K. Nori"
"0","Lessons from Wall Street: case studies in configuration, tuning, and distribution","International Conference on Management of Data","Dennis Shasha"
"0","DEVise (demo abstract): integrated querying and visual exploration of large datasets","International Conference on Management of Data","M. Livny, R. Ramakrishnan, K. Beyer, G. Chen, D. Donjerkovic, S. Lawande, J. Myllymaki, K. Wenger"
"0","Picture programming project","International Conference on Management of Data","Nita Goyal, Charles Hoch, Ravi Krishnamurthy, Brian Meckler, Michael Suchow, Moshe Zloof"
"0","Delaunay: a database visualization system","International Conference on Management of Data","Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang"
"0","Query optimization at the crossroads","International Conference on Management of Data","Surajit Chaudhuri"
"0","Disjunctive datalog","ACM Transactions on Database Systems (TODS)","Thomas Eiter, Georg Gottlob, Heikki Mannila"
"0","ProbView: a flexible probabilistic database system","ACM Transactions on Database Systems (TODS)","Laks V. S. Lakshmanan, Nicola Leone, Robert Ross, V. S. Subrahmanian"
"0","Zoo: a desktop experiment management environment","International Conference on Management of Data","Yannis E. Ioannidis, Miron Livny, Anastassia Ailamaki, Anand Narayanan, Andrew Therber"
"0","Transactional client-server cache consistency: alternatives and performance","ACM Transactions on Database Systems (TODS)","Michael J. Franklin, Michael J. Carey, Miron Livny"
"0","OGDI: toward interoperability among geospatial databases","ACM SIGMOD Record","Gilles Cl&#233;ment, Christian Larouche, Denis Gouin, Paul Morin, Henry Kucera"
"0","An extended entity-relationship model for geographic applications","ACM SIGMOD Record","Thanasis Hadzilacos, Nectaria Tryfona"
"0","A query language for a Web-site management system","ACM SIGMOD Record","Mary Fernandez, Daniela Florescu, Alon Levy, Dan Suciu"
"0","Quasi-cubes: exploiting approximations in multidimensional databases","ACM SIGMOD Record","Daniel Barbar&#225;, Mark Sullivan"
"0","The WHIPS prototype for data warehouse creation and maintenance","International Conference on Management of Data","Wilburt J. Labio, Yue Zhuge, Janet L. Wiener, Himanshu Gupta, H&#233;ctor Garc&#237;a-Molina, Jennifer Widom"
"0","Structural matching and discovery in document databases","International Conference on Management of Data","Jason Tsong-Li Wang, Dennis Shasha, George J. S. Chang, Liam Relihan, Kaizhong Zhang, Girish Patel"
"0","STRUDEL: a Web site management system","International Conference on Management of Data","Mary Fernandez, Daniela Florescu, Jaewoo Kang, Alon Levy, Dan Suciu"
